doi,retraction_year,publication_year
10.1200/jco.2005.01.4944,2013,2005
10.1213/00000539-199810000-00004,2013,1998
10.1213/00000539-199811000-00018,2013,1998
10.1213/00000539-199812000-00037,2013,1998
10.1213/00000539-199906000-00018,2013,1999
10.1213/00000539-199906000-00028,2013,1999
10.1213/00000539-200103000-00039,2013,2001
10.1213/01.ane.0000052512.46939.2e,2013,2003
10.1292/jvms.13-0051,2013,2013
10.1371/journal.pone.0032853,2013,2012
10.1371/journal.pone.0037102,2013,2012
10.14194/ijmbr.116,2013,2013
10.1515/9783110303391.491,2013,2013
10.1515/9783110303391.523,2013,2013
10.1523/jneurosci.3878-11.2011,2013,2011
10.1523/jneurosci.5846-12.2013,2013,2013
10.1590/s0074-02761997000200025,2013,1997
10.1590/s1807-59322011001100020,2013,2011
10.1677/joe-07-0195,2013,2007
10.1902/jop.2003.74.6.934,2013,2003
10.2116/analsci.26.325,2013,2010
10.22038/ijbms.2013.1985,2013,2013
10.2217/nnm.12.95,2013,2012
10.2298/sos1302181g,2013,2013
10.2337/db11-1373,2013,2012
10.3109/00207454.2012.749256,2013,2012
10.3109/02699052.2011.608208,2013,2011
10.3109/13880209.2011.608193,2013,2011
10.3109/14767058.2012.714974,2013,2012
10.3126/jaim.v1i2.6528,2013,2012
10.3144/expresspolymlett.2007.60,2013,2008
10.3366/jbctv.2012.0098,2013,2012
10.3389/fendo.2012.00087,2013,2012
10.3389/fnhum.2013.00238,2013,2013
10.3390/molecules171213937,2013,2012
10.3844/ajeassp.2009.1.7,2013,2009
10.3892/ijo.2012.1330,2013,2012
10.3906/elk-1306-232,2013,2013
10.4028/www.scientific.net/amr.821-822.803,2013,2013
10.4049/jimmunol.0804061,2013,2009
10.4049/jimmunol.180.9.6027,2013,2008
10.4103/0019-5154.105323,2013,2012
10.4103/0259-1162.108302,2013,2012
10.4103/0970-1591.70589,2013,2010
10.4103/0970-9290.79976,2013,2009
10.4103/0972-9941.43091,2013,2008
10.4161/sgtp.22289,2013,2012
10.5402/2011/346191,2013,2011
10.5430/jnep.v3n11p133,2013,2013
10.5935/1678-9741.20120048,2013,2012
10.5964/ejop.v9i1.338,2013,2013
10.5964/ejop.v9i1.425,2013,2013
10.6002/ect.2011.0205,2013,2012
10.6026/97320630004193,2013,2009
10.7324/japs.2013.3808,2013,2013
10.7881/dentalmedres.30.57,2013,2010
10.1002/14651858.cd001300,2014,2009
10.1002/14651858.cd001398.pub2,2014,2010
10.1002/14651858.cd003014.pub2,2014,2008
10.1002/14651858.cd003017,2014,2002
10.1002/14651858.cd003017.pub2,2014,2008
10.1002/14651858.cd003222.pub2,2014,2008
10.1002/14651858.cd003541,2014,2002
10.1002/14651858.cd003818,2014,2002
10.1002/14651858.cd004236.pub2,2014,2006
10.1002/14651858.cd004330.pub2,2014,2004
10.1002/14651858.cd006454,2014,2007
10.1002/14651858.cd006454.pub2,2014,2009
10.1002/14651858.cd006645,2014,2007
10.1002/14651858.cd008640,2014,2010
10.1002/14651858.cd008640.pub2,2014,2012
10.1002/14651858.cd008978,2014,2011
10.1002/2013wr014228,2014,2013
10.1002/app.40466,2014,2014
10.1002/asi.23238,2014,2014
10.1002/ccd.24972,2014,2013
10.1002/glia.20887,2014,2009
10.1002/hpm.2133,2014,2013
10.1002/jcp.22146,2014,2010
10.1002/jmri.24647,2014,2014
10.1002/jmv.21376,2014,2008
10.1002/kin.20861,2014,2014
10.1006/bbrc.1997.7260,2014,1997
10.1007/978-3-319-04948-9_5,2014,2014
10.1007/978-3-642-36942-1_13,2014,2014
10.1007/978-3-642-36942-1_15,2014,2014
10.1007/978-3-642-36942-1_16,2014,2014
10.1007/978-3-642-36942-1_18,2014,2014
10.1007/978-3-642-36942-1_19,2014,2014
10.1007/978-3-642-36942-1_20,2014,2014
10.1007/978-3-642-36942-1_21,2014,2014
10.1007/978-3-642-36942-1_23,2014,2014
10.1007/978-3-642-36942-1_24,2014,2014
10.1007/978-3-642-36942-1_27,2014,2014
10.1007/978-3-642-36942-1_31,2014,2014
10.1007/978-3-642-36942-1_32,2014,2014
10.1007/978-3-642-36942-1_39,2014,2014
10.1007/978-3-642-36942-1_42,2014,2014
10.1007/978-3-642-36942-1_49,2014,2014
10.1007/978-3-642-36942-1_5,2014,2013
10.1007/978-3-642-36942-1_54,2014,2014
10.1007/978-3-642-36942-1_56,2014,2014
10.1007/978-3-642-36942-1_6,2014,2014
10.1007/978-94-017-9263-9_4,2014,2014
10.1007/s00006-014-0461-5,2014,2014
10.1007/s00018-013-1376-3,2014,2013
10.1007/s00113-011-2060-4,2014,2009
10.1007/s00170-009-2061-4,2014,2009
10.1007/s00232-012-9449-z,2014,2012
10.1007/s00262-007-0431-z,2014,2007
10.1007/s00347-014-3071-7,2014,2014
10.1007/s00382-014-2150-4,2014,2014
10.1007/s10008-012-1972-4,2014,2012
10.1007/s10554-012-0095-4,2014,2013
10.1007/s10696-006-9006-0,2014,2006
10.1007/s10753-014-9823-3,2014,2014
10.1007/s10856-007-3145-z,2014,2007
10.1007/s10958-012-0968-z,2014,2012
10.1007/s10973-009-0384-x,2014,2009
10.1007/s10973-014-4055-1,2014,2014
10.1007/s11053-012-9190-4,2014,2012
10.1007/s11192-013-1130-5,2014,2013
10.1007/s11365-011-0186-z,2014,2011
10.1007/s11440-012-0166-7,2014,2012
10.1007/s12205-010-1050-3,2014,2010
10.1007/s12206-013-0335-0,2014,2013
10.1007/s12351-011-0117-3,2014,2011
10.1007/s12480-014-0218-7,2014,2014
10.1007/s13139-010-0027-y,2014,2010
10.1007/s13238-012-2013-x,2014,2012
10.1007/s13369-014-1113-8,2014,2014
10.1016/b978-1-4832-3190-7.50054-4,2014,2014
10.1016/j.actatropica.2013.10.010,2014,2013
10.1016/j.apm.2012.03.048,2014,2012
10.1016/j.bbrc.2014.09.078,2014,2014
10.1016/j.bbrc.2014.10.109,2014,2014
10.1016/j.biortech.2014.02.109,2014,2014
10.1016/j.cbi.2014.04.013,2014,2014
10.1016/j.cej.2013.09.072,2014,2013
10.1016/j.ceramint.2013.10.071,2014,2013
10.1016/j.chembiol.2013.09.005,2014,2013
10.1016/j.cherd.2008.09.005,2014,2008
10.1016/j.cyto.2014.06.011,2014,2014
10.1016/j.drugpo.2014.08.004,2014,2014
10.1016/j.egypro.2014.01.177,2014,2014
10.1016/j.freeradbiomed.2008.01.001,2014,2008
10.1016/j.hal.2011.02.003,2014,2011
10.1016/j.healun.2009.09.019,2014,2010
10.1016/j.ijhydene.2013.08.060,2014,2013
10.1016/j.ijpharm.2012.02.027,2014,2012
10.1016/j.immuni.2012.09.013,2014,2013
10.1016/j.indcrop.2013.11.023,2014,2013
10.1016/j.jaci.2013.12.264,2014,2014
10.1016/j.jbspin.2014.03.023,2014,2014
10.1016/j.jcrysgro.2013.12.003,2014,2013
10.1016/j.jmateco.2014.01.003,2014,2014
10.1016/j.joems.2012.07.002,2014,2012
10.1016/j.jpain.2013.07.001,2014,2013
10.1016/j.jseaes.2003.09.006,2014,2003
10.1016/j.jsv.2007.11.013,2014,2008
10.1016/j.jth.2013.12.001,2014,2014
10.1016/j.juro.2014.02.2146,2014,2014
10.1016/j.leaqua.2011.12.004,2014,2012
10.1016/j.lfs.2004.06.019,2014,2004
10.1016/j.matchemphys.2014.08.043,2014,2014
10.1016/j.molcel.2012.04.017,2014,2012
10.1016/j.msea.2003.10.215,2014,2004
10.1016/j.mssp.2014.05.011,2014,2014
10.1016/j.neubiorev.2014.09.003,2014,2014
10.1016/j.neuroscience.2008.03.052,2014,2008
10.1016/j.neuroscience.2008.08.073,2014,2008
10.1016/j.oceaneng.2014.02.028,2014,2014
10.1016/j.pbb.2012.04.008,2014,2012
10.1016/j.pec.2014.03.013,2014,2014
10.1016/j.petrol.2012.04.006,2014,2012
10.1016/j.phpro.2014.07.042,2014,2014
10.1016/j.physe.2014.06.003,2014,2014
10.1016/j.procs.2014.05.039,2014,2014
10.1016/j.protcy.2013.12.485,2014,2014
10.1016/j.rinp.2014.06.003,2014,2014
10.1016/j.rmr.2014.10.697,2014,2014
10.1016/j.rser.2014.01.045,2014,2014
10.1016/j.sajb.2012.04.003,2014,2012
10.1016/j.sbspro.2014.01.1224,2014,2014
10.1016/j.tcs.2014.07.005,2014,2014
10.1016/j.technovation.2011.02.001,2014,2011
10.1016/j.tifs.2011.05.006,2014,2011
10.1016/j.vaccine.2014.01.054,2014,2014
10.1016/j.vacuum.2010.05.015,2014,2010
10.1016/j.wear.2009.10.008,2014,2009
10.1016/s0360-3016(97)00708-6,2014,1997
10.1016/s1005-8885(14)60505-7,2014,2014
10.1016/s1097-2765(02)00478-1,2014,2002
10.1016/s1995-7645(14)60039-0,2014,2014
10.1016/s1995-7645(14)60139-5,2014,2014
10.1017/s0007114513002791,2014,2013
10.1021/bc300056x,2014,2012
10.1021/ja101296t,2014,2010
10.1021/je400279d,2014,2014
10.1021/la403158d,2014,2013
10.1021/la404125u,2014,2013
10.1021/nn103585f,2014,2011
10.1027/1864-9335.39.4.222,2014,2008
10.1037/a0022459,2014,2011
10.1038/ajg.2011.51,2014,2011
10.1038/bjc.2014.72,2014,2014
10.1038/embor.2008.55,2014,2008
10.1038/jhh.2011.91,2014,2011
10.1038/nature07404,2014,2008
10.1038/nature07409,2014,2008
10.1038/nature11700,2014,2011
10.1038/ncb1577,2014,2007
10.1038/ncb1647,2014,2007
10.1038/ni.1741,2014,2013
10.1038/ni.2607,2014,2013
10.1038/sj.emboj.7600157,2014,2004
10.1038/sj.emboj.7601580,2014,2007
10.1039/c1cc14147c,2014,2011
10.1039/c3ay41358f,2014,2013
10.1039/c4ra03008g,2014,2014
10.1042/bj20091271,2014,2009
10.1046/j.1460-9592.2000.00441.x,2014,2000
10.1053/j.jvca.2005.12.005,2014,2006
10.1061/(asce)co.1943-7862.0000470,2014,2011
10.1061/(asce)cr.1943-5495.0000058,2014,2013
10.1061/(asce)gm.1943-5622.0000124,2014,2011
10.1061/(asce)ps.1949-1204.0000138,2014,2013
10.1063/1.3079329,2014,2009
10.1063/1.3556458,2014,2011
10.1063/1.4847515,2014,2013
10.1074/jbc.m004687200,2014,2011
10.1074/jbc.m109.034280,2014,2009
10.1074/jbc.m111.275073,2014,2011
10.1074/jbc.m112.367490,2014,2012
10.1074/jbc.m112.434225,2014,2013
10.1074/jbc.m113.516062,2014,2014
10.1074/jbc.m210422200,2014,2003
10.1074/jbc.m307857200,2014,2004
10.1080/00141840050198018,2014,2010
10.1080/00387010.2013.850437,2014,2014
10.1080/00949650903071096,2014,2010
10.1080/014198700329114,2014,2010
10.1080/01634372.2013.819826,2014,2014
10.1080/01932691.2012.756378,2014,2013
10.1080/01932691.2013.834263,2014,2013
10.1080/01932691.2013.860605,2014,2013
10.1080/02687038.2013.808315,2014,2013
10.1080/08920753.2014.950877,2014,2014
10.1080/09645292.2010.545518#.us5z4lssxk0,2014,2011
10.1080/10428190902866724,2014,2009
10.1080/10826076.2011.647193,2014,2012
10.1089/chi.2013.0082,2014,2014
10.1089/dna.2008.0778,2014,2009
10.1089/space.2013.0020,2014,2013
10.1089/ten.tea.2010.0010,2014,2010
10.1093/alcalc/agu019,2014,2014
10.1093/cid/ciu149,2014,2014
10.1093/glycob/cwp010,2014,2009
10.1093/jat/28.4.217,2014,2004
10.1097/jcn.0000000000000162,2014,2014
10.1097/jcp.0b013e31820428e1,2014,2011
10.1097/mpg.0b013e31829f12d0,2014,2013
10.1097/wnr.0000000000000109,2014,2014
10.1099/mic.0.053298-0,2014,2012
10.1103/physrevlett.112.245002,2014,2014
10.1109/asemd.2013.6780741,2014,2013
10.1109/conecct.2014.6740187,2014,2014
10.1109/cyberc.2014.44,2014,2014
10.1109/dictap.2014.6821721,2014,2014
10.1109/icctet.2014.6966339,2014,2014
10.1109/icm.2013.6734956,2014,2013
10.1111/aogs.12341,2014,2014
10.1111/cns.12082,2014,2013
10.1111/gcb.12697,2014,2014
10.1111/j.1365-2044.2010.06344.x,2014,2010
10.1111/j.1442-2050.2012.01332.x,2014,2013
10.1111/j.1467-789x.2012.01014.x,2014,2012
10.1111/j.1540-6520.2012.00520.x,2014,2012
10.1111/j.1740-8784.2011.00248.x,2014,2011
10.1111/j.1756-1051.2013.00102.x,2014,2013
10.1111/j.2047-2927.2013.00097.x,2014,2013
10.1111/jmi.12018,2014,2013
10.1111/rsp3.12034,2014,2014
10.1115/1.4007663,2014,2014
10.1115/1.4023170,2014,2014
10.1124/jpet.111.180174,2014,2011
10.1126/science.1210400,2014,2012
10.1126/scitranslmed.3007762,2014,2013
10.1128/mcb.00884-08,2014,2008
10.1128/mcb.19.8.5363,2014,1999
10.1128/mcb.22.11.3698-3706.2002,2014,2002
10.1134/s0006297913120031,2014,2013
10.1136/archdischild-2013-304379,2014,2013
10.1136/bmjspcare-2013-000491.158,2014,2013
10.1139/p08-013,2014,2011
10.1139/v2012-020,2014,2012
10.1152/jn.00462.2013,2014,2013
10.1155/2010/514747,2014,2010
10.1155/2012/212346,2014,2012
10.1155/2012/549102,2014,2012
10.1155/2012/861690,2014,2012
10.1155/2013/163062,2014,2013
10.1155/2013/409846,2014,2013
10.1155/2013/416757,2014,2013
10.1155/2014/463109,2014,2014
10.1155/2014/495761,2014,2014
10.1155/2014/624535,2014,2014
10.1155/2014/671781,2014,2014
10.1158/0008-5472.can-12-2033,2014,2013
10.1177/0284185113488019,2014,2013
10.1177/0300060513489789,2014,2013
10.1177/1077546309349849,2014,2010
10.1177/1077546309360049,2014,2010
10.1177/1077546310379625,2014,2010
10.1177/1077546310395971,2014,2011
10.1177/1077546310397561,2014,2011
10.1177/1077546311407649,2014,2011
10.1177/1077546311426734,2014,2011
10.1177/1077546311429841,2014,2012
10.1177/1077546312442948,2014,2012
10.1177/1077546312449645,2014,2012
10.1177/1077546312451301,2014,2012
10.1177/1077546312456231,2014,2012
10.1177/1077546312458822,2014,2012
10.1177/1077546312463757,2014,2012
10.1177/1077546312463759,2014,2012
10.1177/1077546312463762,2014,2012
10.1177/1077546312464258,2014,2012
10.1177/1077546312464992,2014,2012
10.1177/1077546312466578,2014,2012
10.1177/1077546312470481,2014,2013
10.1177/1077546312472924,2014,2013
10.1177/1933719108324132,2014,2008
10.1182/blood-2013-01-480053,2014,2013
10.1186/1743-7075-11-26,2014,2014
10.1186/1743-7075-5-27,2014,2008
10.1186/1758-5996-5-49,2014,2013
10.1192/bjp.bp.113.127209,2014,2014
10.1194/jlr.m900223-jlr200,2014,2009
10.1208/s12249-013-0001-y,2014,2013
10.1242/bio.20134747,2014,2013
10.1248/bpb.22.858,2014,1999
10.1254/jphs.13069fp,2014,2013
10.1259/bjr/33507627,2014,2006
10.12669/pjms.306.5927,2014,2014
10.12771/emj.2013.36.s.s14,2014,2013
10.1353/dtc.2009.0001,2014,2009
10.1371/journal.pone.0019652,2014,2011
10.1371/journal.pone.0069669,2014,2013
10.1515/9783110346329.toc,2014,2014
10.1515/9783110346329.xi,2014,2014
10.1515/9783110914825-002,2014,2004
10.1523/jneurosci.0830-13.2013,2014,2013
10.15283/ijsc.2012.5.2.104,2014,2012
10.15283/ijsc.2014.7.1.30,2014,2014
10.1530/ec-13-0080,2014,2013
10.1586/14737159.5.1.43,2014,2005
10.1590/s1679-45082014rw2955,2014,2014
10.1631/jzus.b1200102,2014,2013
10.2147/amep.s21201,2014,2011
10.2165/00044011-200626040-00004,2014,2006
10.22038/ijbms.2011.5039,2014,2011
10.2298/yjor1102253a,2014,2011
10.2307/23047036,2014,2011
10.2308/iace-50473,2014,2013
10.2337/db08-1287,2014,2009
10.2355/isijinternational.54.567,2014,2014
10.2486/indhealth.2014-0013,2014,2014
10.2491/jjsth.16.412,2014,2007
10.2495/ht140241,2014,2014
10.2989/ajar.2008.7.1.8.436,2014,2008
10.3103/s1060992x08020057,2014,2008
10.3109/0284186x.2013.866270,2014,2013
10.3109/14764172.2013.864201,2014,2014
10.3109/15368378.2013.776437,2014,2013
10.3233/ch-121665,2014,2014
10.3389/fphar.2011.00015,2014,2011
10.3390/e6020257,2014,2004
10.3758/s13415-014-0326-3,2014,2014
10.3760/cma.j.issn.0366-6999.20133074,2014,2014
10.3892/ijmm.2014.1941,2014,2014
10.3892/mmr.2014.1885,2014,2014
10.4012/dmj.2012-015,2014,2012
10.4028/www.scientific.net/amr.875-877.605,2014,2014
10.4028/www.scientific.net/msf.783-786.2370,2014,2014
10.4040/jkan.2013.43.1.69,2014,2013
10.4055/jkoa.2009.44.1.68,2014,2009
10.4081/oncol.2014.236,2014,2014
10.4084/mjhid.2013.028,2014,2013
10.4103/0019-5413.111502,2014,2013
10.4103/0019-5413.121597,2014,2013
10.4103/0972-124x.131354,2014,2014
10.4103/2249-4847.116405,2014,2013
10.4161/auto.29414,2014,2014
10.4161/hv.28834,2014,2014
10.5488/cmp.16.43802,2014,2013
10.5755/j01.eee.19.10.3925,2014,2013
10.7555/jbr.27.20130001,2014,2013
10.1001/jama.2012.216237,2015,2013
10.1002/14651858.cd000319.pub2,2015,2003
10.1002/14651858.cd000319.pub4,2015,2007
10.1002/14651858.cd000993.pub3,2015,2009
10.1002/14651858.cd001364.pub3,2015,2011
10.1002/14651858.cd001364.pub4,2015,2013
10.1002/14651858.cd001869.pub6,2015,2015
10.1002/14651858.cd002121,2015,2001
10.1002/14651858.cd002235,2015,2001
10.1002/14651858.cd002966,2015,2000
10.1002/14651858.cd002966.pub3,2015,2005
10.1002/14651858.cd003023.pub2,2015,2007
10.1002/14651858.cd003136.pub2,2015,2009
10.1002/14651858.cd003231,2015,2003
10.1002/14651858.cd003417.pub2,2015,2005
10.1002/14651858.cd003604,2015,2002
10.1002/14651858.cd003908,2015,2002
10.1002/14651858.cd004193,2015,2003
10.1002/14651858.cd004311,2015,2003
10.1002/14651858.cd004486.pub2,2015,2004
10.1002/14651858.cd004587.pub2,2015,2010
10.1002/14651858.cd004941,2015,2004
10.1002/14651858.cd005054,2015,2004
10.1002/14651858.cd006491.pub2,2015,2009
10.1002/14651858.cd006581.pub2,2015,2010
10.1002/14651858.cd007877,2015,2009
10.1002/14651858.cd008143.pub2,2015,2011
10.1002/14651858.cd008143.pub3,2015,2013
10.1002/14651858.cd008456.pub2,2015,2011
10.1002/14651858.cd009008,2015,2011
10.1002/14651858.cd009173.pub2,2015,2012
10.1002/2014ja020174,2015,2015
10.1002/adem.200980153,2015,2010
10.1002/anie.201107937,2015,2012
10.1002/celc.201402369,2015,2015
10.1002/chem.201002071,2015,2010
10.1002/cjce.21943,2015,2013
10.1002/cncr.10308,2015,2002
10.1002/cphc.201200238,2015,2012
10.1002/cphc.201402614,2015,2015
10.1002/cta.2157,2015,2015
10.1002/dvdy.24245,2015,2014
10.1002/ejsp.569,2015,2009
10.1002/gps.3845,2015,2012
10.1002/jcp.25157,2015,2015
10.1002/joe.21595,2015,2014
10.1002/mc.22282,2015,2015
10.1002/mc.22357,2015,2015
10.1002/mop.22764,2015,2007
10.1002/mop.22794,2015,2007
10.1002/oby.21077,2015,2015
10.1002/pbc.20952,2015,2006
10.1002/pssc.201200129,2015,2012
10.1006/bbrc.2001.5537,2015,2001
10.1007/978-0-387-71799-9_318,2015,2010
10.1007/978-3-531-94257-5_3,2015,2013
10.1007/978-3-662-46491-5_53,2015,2015
10.1007/bf02190689,2015,2014
10.1007/bf03027746,2015,2006
10.1007/s00033-002-8137-8,2015,2002
10.1007/s00125-014-3355-0,2015,2014
10.1007/s00170-012-4497-1,2015,2012
10.1007/s00253-014-6274-6,2015,2014
10.1007/s00261-005-0385-6,2015,2005
10.1007/s00402-014-1963-2,2015,2014
10.1007/s00432-013-1466-5,2015,2013
10.1007/s00432-013-1492-3,2015,2013
10.1007/s00438-012-0710-z,2015,2012
10.1007/s00521-012-0857-x,2015,2012
10.1007/s00590-013-1385-9,2015,2013
10.1007/s10072-014-1985-0,2015,2014
10.1007/s10072-014-1992-1,2015,2014
10.1007/s10368-014-0288-5,2015,2014
10.1007/s10499-012-9595-4,2015,2012
10.1007/s10529-013-1360-x,2015,2013
10.1007/s10549-014-3068-6,2015,2014
10.1007/s10549-015-3274-x,2015,2015
10.1007/s10646-014-1360-1,2015,2014
10.1007/s10661-010-1398-3,2015,2010
10.1007/s10734-014-9753-x,2015,2014
10.1007/s10845-015-1147-0,2015,2015
10.1007/s10852-012-9175-7,2015,2012
10.1007/s10912-010-9122-4,2015,2010
10.1007/s11010-014-2269-y,2015,2014
10.1007/s11012-014-9954-5,2015,2014
10.1007/s11012-014-9970-5,2015,2014
10.1007/s11012-014-9980-3,2015,2014
10.1007/s11033-014-3260-0,2015,2014
10.1007/s11033-014-3474-1,2015,2014
10.1007/s11033-014-3479-9,2015,2014
10.1007/s11033-014-3502-1,2015,2014
10.1007/s11033-014-3515-9,2015,2014
10.1007/s11033-014-3702-8,2015,2014
10.1007/s11033-014-3754-9,2015,2014
10.1007/s11033-014-3810-5,2015,2014
10.1007/s11059-007-1013-y,2015,2007
10.1007/s11059-008-3007-9,2015,2008
10.1007/s11059-010-0081-6,2015,2011
10.1007/s11059-014-0235-z,2015,2014
10.1007/s11064-010-0282-4,2015,2010
10.1007/s11069-015-1950-0,2015,2015
10.1007/s11242-012-9973-4,2015,2012
10.1007/s11258-011-9998-8,2015,2011
10.1007/s11573-007-0036-1,2015,2007
10.1007/s11664-015-3696-6,2015,2015
10.1007/s11673-015-9654-4,2015,2015
10.1007/s12026-014-8613-1,2015,2014
10.1007/s12032-015-0540-z,2015,2015
10.1007/s12035-014-8977-1,2015,2014
10.1007/s12094-014-1218-2,2015,2014
10.1007/s12540-011-0405-8,2015,2011
10.1007/s12540-013-5006-2,2015,2013
10.1007/s12665-013-3012-9,2015,2014
10.1007/s12665-014-3479-z,2015,2014
10.1007/s13139-014-0305-1,2015,2014
10.1007/s13277-013-0873-1,2015,2013
10.1007/s13277-014-1725-3,2015,2014
10.1007/s13277-014-1856-6,2015,2014
10.1007/s13277-014-2120-9,2015,2014
10.1007/s13277-014-2123-6,2015,2014
10.1007/s13277-014-2309-y,2015,2014
10.1007/s13277-014-2653-y,2015,2015
10.1007/s13277-014-2787-y,2015,2015
10.1007/s13277-014-2832-x,2015,2015
10.1007/s40544-015-0072-8,2015,2014
10.1016/b978-0-12-803365-4.00002-6,2015,2015
10.1016/b978-0-12-803365-4.00003-8,2015,2015
10.1016/b978-0-12-803365-4.00007-5,2015,2015
10.1016/b978-0-12-803365-4.00008-7,2015,2015
10.1016/b978-0-12-803365-4.00009-9,2015,2015
10.1016/b978-0-12-803365-4.00011-7,2015,2015
10.1016/b978-0-12-803365-4.00012-9,2015,2015
10.1016/b978-0-12-803365-4.00016-6,2015,2015
10.1016/b978-0-12-803365-4.00019-1,2015,2015
10.1016/b978-0-12-803365-4.00020-8,2015,2015
10.1016/b978-0-12-803365-4.00022-1,2015,2015
10.1016/b978-0-12-803365-4.00023-3,2015,2015
10.1016/b978-0-12-803365-4.00024-5,2015,2015
10.1016/b978-0-12-803365-4.00027-0,2015,2015
10.1016/b978-0-12-803365-4.00028-2,2015,2015
10.1016/b978-0-12-803365-4.00029-4,2015,2015
10.1016/b978-0-12-803365-4.00031-2,2015,2015
10.1016/b978-0-12-803365-4.00033-6,2015,2015
10.1016/b978-0-12-803365-4.00037-3,2015,2015
10.1016/b978-0-12-803365-4.00039-7,2015,2015
10.1016/b978-0-12-803365-4.00043-9,2015,2015
10.1016/b978-0-12-803365-4.00046-4,2015,2015
10.1016/b978-0-12-803365-4.00050-6,2015,2015
10.1016/b978-0-12-803365-4.00052-x,2015,2015
10.1016/j.aaspro.2015.03.014,2015,2015
10.1016/j.abb.2006.07.015,2015,2007
10.1016/j.agrformet.2015.05.008,2015,2015
10.1016/j.agrformet.2015.08.129,2015,2015
10.1016/j.agrformet.2015.08.134,2015,2015
10.1016/j.ajpath.2014.08.023,2015,2014
10.1016/j.amc.2014.01.092,2015,2014
10.1016/j.amc.2014.09.131,2015,2014
10.1016/j.apenergy.2011.02.033,2015,2011
10.1016/j.apsusc.2012.11.139,2015,2012
10.1016/j.aqpro.2015.02.231,2015,2015
10.1016/j.asej.2015.02.015,2015,2015
10.1016/j.bios.2014.07.082,2015,2015
10.1016/j.bjid.2014.10.007,2015,2014
10.1016/j.canlet.2005.11.002,2015,2006
10.1016/j.carbpol.2014.12.053,2015,2015
10.1016/j.cardfail.2015.06.356,2015,2015
10.1016/j.chb.2014.10.021,2015,2015
10.1016/j.chemolab.2013.11.007,2015,2013
10.1016/j.cherd.2012.03.022,2015,2012
10.1016/j.clinph.2014.06.011,2015,2014
10.1016/j.cmet.2011.11.001,2015,2011
10.1016/j.commatsci.2010.08.012,2015,2011
10.1016/j.commatsci.2012.03.032,2015,2012
10.1016/j.compbiolchem.2015.06.003,2015,2015
10.1016/j.compedu.2015.03.002,2015,2015
10.1016/j.compscitech.2014.04.012,2015,2014
10.1016/j.concog.2015.08.006,2015,2015
10.1016/j.diabres.2015.01.042,2015,2015
10.1016/j.dsx.2015.08.002,2015,2015
10.1016/j.econmod.2012.05.013,2015,2012
10.1016/j.econmod.2012.05.024,2015,2012
10.1016/j.econmod.2012.07.006,2015,2012
10.1016/j.econmod.2012.07.012,2015,2012
10.1016/j.econmod.2012.07.021,2015,2012
10.1016/j.econmod.2012.09.015,2015,2012
10.1016/j.econmod.2013.01.008,2015,2013
10.1016/j.ejcdt.2012.10.004,2015,2012
10.1016/j.energy.2010.01.030,2015,2010
10.1016/j.energy.2013.10.055,2015,2013
10.1016/j.energy.2014.08.026,2015,2014
10.1016/j.engfracmech.2015.03.013,2015,2015
10.1016/j.fertnstert.2008.07.633,2015,2008
10.1016/j.fertnstert.2009.08.017,2015,2009
10.1016/j.freeradbiomed.2014.07.041,2015,2011
10.1016/j.gmit.2015.05.005,2015,2015
10.1016/j.ijans.2014.06.004,2015,2014
10.1016/j.ijcard.2014.09.159,2015,2014
10.1016/j.ijcha.2014.11.005,2015,2014
10.1016/j.ijdevneu.2014.01.006,2015,2014
10.1016/j.ijleo.2014.11.005,2015,2014
10.1016/j.ijleo.2015.04.054,2015,2015
10.1016/j.ijpharm.2012.05.025,2015,2012
10.1016/j.injury.2014.10.044,2015,2014
10.1016/j.jacc.2014.08.044,2015,2014
10.1016/j.jbiomech.2009.12.027,2015,2010
10.1016/j.jbiomech.2010.06.001,2015,2010
10.1016/j.jcot.2013.03.001,2015,2013
10.1016/j.jeconbus.2015.09.003,2015,2015
10.1016/j.jvolgeores.2014.03.007,2015,2014
10.1016/j.lithos.2014.11.028,2015,2014
10.1016/j.livsci.2013.11.021,2015,2013
10.1016/j.matchar.2013.11.012,2015,2014
10.1016/j.mee.2010.10.030,2015,2010
10.1016/j.mjafi.2015.04.012,2015,2015
10.1016/j.msea.2010.04.021,2015,2010
10.1016/j.msea.2014.01.025,2015,2014
10.1016/j.neucom.2015.03.059,2015,2015
10.1016/j.nlm.2013.11.016,2015,2014
10.1016/j.optcom.2013.03.044,2015,2013
10.1016/j.pep.2014.05.008,2015,2014
10.1016/j.pestbp.2015.01.015,2015,2015
10.1016/j.porgcoat.2014.07.010,2015,2014
10.1016/j.porgcoat.2015.01.008,2015,2015
10.1016/j.powtec.2013.07.014,2015,2013
10.1016/j.precamres.2014.08.012,2015,2014
10.1016/j.proeng.2013.10.003,2015,2014
10.1016/j.proeng.2015.01.247,2015,2015
10.1016/j.promfg.2015.07.926,2015,2015
10.1016/j.psep.2012.05.005,2015,2013
10.1016/j.psyneuen.2015.07.527,2015,2015
10.1016/j.renene.2013.09.033,2015,2013
10.1016/j.rser.2013.04.002,2015,2013
10.1016/j.saa.2013.11.085,2015,2013
10.1016/j.scijus.2014.04.006,2015,2014
10.1016/j.tele.2015.03.002,2015,2015
10.1016/j.transproceed.2015.04.022,2015,2015
