openalex_author_id,author,paper_key,doi,source_author_names,publication_year,retraction_year,retraction_lag_years,match_type
A5100318825,Yong Zhang,doi:10.1016/j.jeurceramsoc.2014.10.020,10.1016/j.jeurceramsoc.2014.10.020,Yong Zhang,2015,2016,1,Exact
A5100320398,Bo Zhang,doi:10.1159/000481668,10.1159/000481668,Bo Zhang,2017,2021,4,Exact
A5100321361,Fang Wang,doi:10.1371/journal.pone.0088057,10.1371/journal.pone.0088057,Fang Wang,2014,2023,9,Exact
A5100321381,Fang Wang,doi:10.1109/icbbe.2011.5780916,10.1109/icbbe.2011.5780916,Fang Wang,2011,2011,0,Exact
A5100321381,Fang Wang,doi:10.1002/1873-3468.12600,10.1002/1873-3468.12600,Fang Wang,2017,2017,0,Exact
A5100321398,Fang Wang,doi:10.1007/s10586-018-2119-x,10.1007/s10586-018-2119-x,Fang Wang,2018,2022,4,Exact
A5100321405,Fang Wang,doi:10.1016/j.lfs.2019.03.079,10.1016/j.lfs.2019.03.079,Fang Wang,2019,2020,1,Exact
A5100321405,Fang Wang,doi:10.2147/ott.s225661,10.2147/ott.s225661,Fang Wang,2020,2021,1,Exact
A5100321414,Fang Wang,doi:10.1155/2022/5728991,10.1155/2022/5728991,Fang Wang,2022,2022,0,Exact
A5100321414,Fang Wang,doi:10.1186/s13048-019-0593-2,10.1186/s13048-019-0593-2,Fang Wang,2019,2023,4,Exact
A5100321414,Fang Wang,doi:10.18632/oncotarget.8739,10.18632/oncotarget.8739,Fang Wang,2016,2026,10,Exact
A5100321431,Fang Wang,doi:10.1080/15533174.2016.1186094,10.1080/15533174.2016.1186094,Fang Wang,2016,2023,7,Exact
A5100321435,Fang Wang,doi:10.1155/2022/1630260,10.1155/2022/1630260,Fang Wang,2022,2023,1,Exact
A5100321443,Fang Wang,doi:10.1155/2022/6153577,10.1155/2022/6153577,Fang Wang,2022,2023,1,Exact
A5100321444,Fang Wang,doi:10.1371/journal.pone.0100340,10.1371/journal.pone.0100340,Fang Wang,2014,2025,11,Exact
A5100321446,Fang Wang,doi:10.4028/www.scientific.net/amm.341-342.204,10.4028/www.scientific.net/amm.341-342.204,Fang Wang,2013,2013,0,Exact
A5100321464,Fang Wang,doi:10.1186/s13638-021-01943-1,10.1186/s13638-021-01943-1,Fang Wang,2021,2023,2,Exact
A5100321469,Fang Wang,doi:10.1371/journal.pone.0060369,10.1371/journal.pone.0060369,Fang Wang,2013,2023,10,Exact
A5100321481,Fang Wang,doi:10.3233/jifs-179231,10.3233/jifs-179231,Fang Wang,2019,2025,6,Exact
A5100321493,Fang Wang,doi:10.1002/jcb.27524,10.1002/jcb.27524,Fang Wang,2018,2021,3,Exact
A5100321493,Fang Wang,doi:10.1002/jcp.27066,10.1002/jcp.27066,Fang Wang,2018,2021,3,Exact
A5100321493,Fang Wang,doi:10.1016/j.omtn.2020.02.007,10.1016/j.omtn.2020.02.007,Fang Wang,2020,2022,2,Exact
A5100321493,Fang Wang,doi:10.3233/ch-242163,10.3233/ch-242163,Fang Wang,2025,2025,0,Exact
A5100322467,Yan Wang,doi:10.1155/2022/7770955,10.1155/2022/7770955,Yan Wang,2022,2023,1,Exact
A5100322487,Yan Wang,doi:10.1002/jcb.28599,10.1002/jcb.28599,Yan Wang,2019,2024,5,Exact
A5100322501,Yang Wang,doi:10.1155/2022/5733358,10.1155/2022/5733358,Yang Wang,2022,2023,1,Exact
A5100322505,Yan Wang,doi:10.1002/ps.8205,10.1002/ps.8205,Yan Wang,2024,2025,1,Exact
A5100322552,Yan Wang,doi:10.1088/1742-6596/1885/2/022027,10.1088/1742-6596/1885/2/022027,Yang Wang,2021,2021,0,Exact
A5100322554,Yang Wang,doi:10.1080/21655979.2021.1997223,10.1080/21655979.2021.1997223,Yang Wang,2022,2024,2,Exact
A5100322554,Yang Wang,doi:10.18632/oncotarget.2755,10.18632/oncotarget.2755,Yang Wang,2015,2026,11,Exact
A5100322562,Yang Wang,doi:10.1155/2022/2727679,10.1155/2022/2727679,Yang Wang,2022,2023,1,Exact
A5100322589,Yan Wang,doi:10.1080/21655979.2021.2001221,10.1080/21655979.2021.2001221,Yan Wang,2022,2024,2,Exact
A5100322600,Yan Wang,doi:10.1109/icbbe.2011.5780883,10.1109/icbbe.2011.5780883,Yan Wang,2011,2011,0,Exact
A5100322615,Yan Wang,doi:10.1007/s00210-019-01687-2,10.1007/s00210-019-01687-2,Yan Wang,2019,2020,1,Exact
A5100322615,Yan Wang,doi:10.1002/jcb.27065,10.1002/jcb.27065,Yan Wang,2018,2021,3,Exact
A5100322617,Yan Wang,doi:10.1155/2022/2657455,10.1155/2022/2657455,Yan Wang,2022,2023,1,Exact
A5100322657,Yan Wang,doi:10.1111/cas.13161,10.1111/cas.13161,Yan Wang,2017,2018,1,Exact
A5100322657,Yan Wang,doi:10.21037/tp-22-68,10.21037/tp-22-68,Yan Wang,2022,2022,0,Exact
A5100322659,Yan Wang,doi:10.1186/s11671-016-1598-z,10.1186/s11671-016-1598-z,Yan Wang,2016,2019,3,Exact
A5100322659,Yan Wang,doi:10.1186/s11671-016-1523-5,10.1186/s11671-016-1523-5,Yan Wang,2016,2020,4,Exact
A5100322671,Yang Wang,doi:10.1002/anie.201203920,10.1002/anie.201203920,Yang Wang,2012,2025,13,Exact
A5100322684,Yan Wang,doi:10.1002/cam4.1329,10.1002/cam4.1329,Yan Wang,2018,2021,3,Exact
A5100322684,Yan Wang,doi:10.1080/15384101.2020.1731645,10.1080/15384101.2020.1731645,Yan Wang,2020,2021,1,Exact
A5100322684,Yan Wang,doi:10.1139/bcb-2016-0232,10.1139/bcb-2016-0232,Yan Wang,2017,2023,6,Exact
A5100322699,Yan Wang,doi:10.1155/2021/9951114,10.1155/2021/9951114,Yan Wang,2021,2024,3,Exact
A5100322712,Yan Wang,doi:10.1109/iccsit.2010.5563893,10.1109/iccsit.2010.5563893,Yan Wang,2010,2010,0,Exact
A5100322712,Yan Wang,doi:10.1007/978-981-15-1377-0_17,10.1007/978-981-15-1377-0_17,Yang Wang,2019,2020,1,Exact
A5100322712,Yan Wang,doi:10.4028/www.scientific.net/amm.733.811,10.4028/www.scientific.net/amm.733.811,Yan Wang,2015,2021,6,Exact
A5100322712,Yan Wang,doi:10.1007/s12652-021-03212-x,10.1007/s12652-021-03212-x,Yan Wang,2021,2022,1,Exact
A5100322712,Yan Wang,doi:10.1155/2021/5068228,10.1155/2021/5068228,Yan Wang,2021,2023,2,Exact
A5100322712,Yan Wang,doi:10.1007/s10479-023-05224-6,10.1007/s10479-023-05224-6,Yan Wang,2023,2024,1,Exact
A5100322731,Yang Wang,doi:10.1007/s13277-014-1777-4,10.1007/s13277-014-1777-4,Yang Wang,2014,2014,0,Exact
A5100322731,Yang Wang,doi:10.1155/2022/5091945,10.1155/2022/5091945,Yang Wang,2022,2023,1,Exact
A5100322740,Yan Wang,doi:10.1007/s13277-016-5451-x,10.1007/s13277-016-5451-x,Yan Wang,2016,2022,6,Exact
A5100322752,Yan Wang,doi:10.1155/2022/1011768,10.1155/2022/1011768,Yan Wang,2022,2023,1,Exact
A5100322752,Yan Wang,doi:10.1155/2022/1966798,10.1155/2022/1966798,Yan Wang,2022,2023,1,Exact
A5100322756,Yan Wang,doi:10.3109/19401736.2015.1033712,10.3109/19401736.2015.1033712,Yan Wang,2015,2015,0,Exact
A5100322764,Yang Wang,doi:10.2147/cmar.s244973,10.2147/cmar.s244973,Yang Wang,2020,2020,0,Exact
A5100322769,Yan Wang,doi:10.1109/icams.2010.5553256,10.1109/icams.2010.5553256,Yan Wang,2010,2010,0,Exact
A5100322776,Yang Wang,doi:10.1002/jcb.27208,10.1002/jcb.27208,Yang Wang,2018,2021,3,Exact
A5100322817,Yan Wang,doi:10.1016/j.bbagen.2013.06.039,10.1016/j.bbagen.2013.06.039,Yan Wang,2013,2014,1,Exact
A5100322825,Yan Wang,doi:10.1155/2022/8466797,10.1155/2022/8466797,Yan Wang,2022,2023,1,Exact
A5100322864,Lingling Wang,doi:10.1186/s12989-014-0047-3,10.1186/s12989-014-0047-3,Ling Wang,2014,2015,1,Exact
A5100322864,Lingling Wang,doi:10.1007/s00414-018-1789-5,10.1007/s00414-018-1789-5,Ling Wang,2018,2021,3,Exact
A5100322864,Lingling Wang,doi:10.1007/s00414-018-1863-z,10.1007/s00414-018-1863-z,Ling Wang,2018,2021,3,Exact
A5100322866,Yang Wang,doi:10.1002/ptr.6372,10.1002/ptr.6372,Yang Wang,2019,2020,1,Exact
A5100322866,Yang Wang,doi:10.1155/2022/9808334,10.1155/2022/9808334,Yang Wang,2022,2023,1,Exact
A5100322872,Yan Wang,doi:10.1155/2022/3921021,10.1155/2022/3921021,Yan Wang,2022,2023,1,Exact
A5100322879,Yang Wang,doi:10.1038/cdd.2017.31,10.1038/cdd.2017.31,Yang Wang,2017,2019,2,Exact
A5100322879,Yang Wang,doi:10.1016/j.cbi.2019.108748,10.1016/j.cbi.2019.108748,Yang Wang,2019,2022,3,Exact
A5100322879,Yang Wang,doi:10.1155/2022/4746121,10.1155/2022/4746121,Yang Wang,2022,2023,1,Exact
A5100322879,Yang Wang,doi:10.1159/000477389,10.1159/000477389,Yang Wang,2017,2023,6,Exact
A5100322879,Yang Wang,doi:10.1155/2022/7803001,10.1155/2022/7803001,Yang Wang,2022,2024,2,Exact
A5100322879,Yang Wang,doi:10.1186/s12885-021-08571-4,10.1186/s12885-021-08571-4,Yang Wang,2021,2024,3,Exact
A5100322887,Yang Wang,doi:10.1109/iccsit.2010.5564732,10.1109/iccsit.2010.5564732,Yang Wang,2010,2010,0,Exact
A5100322887,Yang Wang,doi:10.1371/journal.pone.0323054,10.1371/journal.pone.0323054,Yang Wang,2025,2025,0,Exact
A5100322908,Yan Wang,doi:10.1016/j.envint.2017.12.026,10.1016/j.envint.2017.12.026,Yan Wang,2017,2018,1,Exact
A5100322915,Yang Wang,doi:10.1088/1742-6596/1881/4/042030,10.1088/1742-6596/1881/4/042030,Yang Wang,2021,2022,1,Exact
A5100322919,Yan Wang,doi:10.1155/2022/4234137,10.1155/2022/4234137,Yan Wang,2022,2023,1,Exact
A5100322934,Yang Wang,doi:10.1109/temc.2018.2836349,10.1109/temc.2018.2836349,Yang Wang,2018,2019,1,Exact
A5100322938,Yan Wang,doi:10.1007/s13277-012-0601-2,10.1007/s13277-012-0601-2,Yan Wang,2012,2017,5,Exact
A5100322938,Yan Wang,doi:10.1080/21691401.2019.1601103,10.1080/21691401.2019.1601103,Yan Wang,2019,2021,2,Exact
A5100322938,Yan Wang,doi:10.1016/j.biopha.2017.11.079,10.1016/j.biopha.2017.11.079,Yan Wang,2017,2023,6,Exact
A5100322938,Yan Wang,doi:10.1155/2022/9708829,10.1155/2022/9708829,Yan Wang,2022,2023,1,Exact
A5100322938,Yan Wang,doi:10.1186/s13046-021-02090-7,10.1186/s13046-021-02090-7,Yan Wang,2021,2023,2,Exact
A5100322938,Yan Wang,doi:10.3892/or.2018.6825,10.3892/or.2018.6825,Yan Wang,2018,2023,5,Exact
A5100322938,Yan Wang,doi:10.1016/j.biopha.2018.06.071,10.1016/j.biopha.2018.06.071,Yan Wang,2018,2024,6,Exact
A5100322938,Yan Wang,doi:10.1038/cddis.2017.126,10.1038/cddis.2017.126,Yan Wang,2017,2024,7,Exact
A5100322938,Yan Wang,doi:10.1159/000491730,10.1159/000491730,Yan Wang,2018,2024,6,Exact
A5100322938,Yan Wang,doi:10.1038/s41388-018-0440-8,10.1038/s41388-018-0440-8,Yan Wang,2018,2025,7,Exact
A5100322938,Yan Wang,doi:10.18632/oncotarget.3118,10.18632/oncotarget.3118,Yan Wang,2015,2026,11,Exact
A5100322948,Yan Wang,doi:10.1088/1361-6528/ac0a18,10.1088/1361-6528/ac0a18,Yan Wang,2021,2022,1,Exact
A5100322966,Yan Wang,doi:10.3233/jifs-213079,10.3233/jifs-213079,Yan Wang,2022,2024,2,Exact
A5100323011,Yang Wang,doi:10.1007/s13277-013-1012-8,10.1007/s13277-013-1012-8,Yang Wang,2013,2017,4,Exact
A5100323015,Yan Wang,doi:10.1155/2022/4993405,10.1155/2022/4993405,Yan Wang,2022,2023,1,Exact
A5100323330,Hui Zhang,doi:10.1155/2021/1486089,10.1155/2021/1486089,Hui Zhang,2021,2023,2,Exact
A5100323330,Hui Zhang,doi:10.1155/2021/6606492,10.1155/2021/6606492,Hui Wang,2021,2023,2,Exact
A5100323333,Hui Zhang,doi:10.1111/jcmm.16405,10.1111/jcmm.16405,Hui Zhang,2021,2024,3,Exact
A5100323343,Hui Zhang,doi:10.1016/j.lfs.2018.12.023,10.1016/j.lfs.2018.12.023,Hui Zhang,2018,2020,2,Exact
A5100323378,Hui Zhang,doi:10.1155/2022/1475871,10.1155/2022/1475871,Hui Zhang,2022,2023,1,Exact
A5100323389,Hui Zhang,doi:10.1186/1477-7819-11-311,10.1186/1477-7819-11-311,Hui Zhang,2013,2015,2,Exact
A5100323391,Hui Zhang,doi:10.1371/journal.pone.0102195,10.1371/journal.pone.0102195,Hui Zhang,2014,2019,5,Exact
A5100323392,Hui Zhang,doi:10.3892/or.2017.5772,10.3892/or.2017.5772,Hui Zhang,2017,2025,8,Exact
A5100323402,Hui Zhang,doi:10.1155/2022/4667117,10.1155/2022/4667117,Hui Zhang,2022,2023,1,Exact
A5100323405,Hui Zhang,doi:10.1080/10942912.2011.578317,10.1080/10942912.2011.578317,Hui Zhang,2012,2015,3,Exact
A5100323405,Hui Zhang,doi:10.1155/2021/3718255,10.1155/2021/3718255,Hui Zhang,2021,2023,2,Exact
A5100323451,Hui Zhang,doi:10.1007/s10265-005-0250-2,10.1007/s10265-005-0250-2,Hui Zhang,2006,2009,3,Exact
A5100323451,Hui Zhang,doi:10.1080/10942912.2011.614988,10.1080/10942912.2011.614988,Hui Zhang,2013,2015,2,Exact
A5100323459,Hui Zhang,doi:10.1155/2022/7584481,10.1155/2022/7584481,Hui Zhang,2022,2023,1,Exact
A5100323465,Hui Zhang,doi:10.1155/2022/6431164,10.1155/2022/6431164,Hui Zhang,2022,2023,1,Exact
A5100323469,Hui Zhang,doi:10.1080/21691401.2019.1652629,10.1080/21691401.2019.1652629,Hui Zhang,2020,2020,0,Exact
A5100323469,Hui Zhang,doi:10.1039/c8ra02291g,10.1039/c8ra02291g,Hui Zhang,2018,2021,3,Exact
A5100323469,Hui Zhang,doi:10.2147/ott.s237802,10.2147/ott.s237802,Hui Zhang,2020,2023,3,Exact
A5100323476,Hui Zhang,doi:10.1109/iccsit.2010.5565064,10.1109/iccsit.2010.5565064,Hui Zhang,2010,2010,0,Exact
A5100323483,Hui Zhang,doi:10.1155/2022/9948057,10.1155/2022/9948057,Hui Zhang,2022,2023,1,Exact
A5100323495,Hui Zhang,doi:10.1186/2047-783x-19-39,10.1186/2047-783x-19-39,Hui Zhang,2014,2015,1,Exact
A5100323524,Hui Zhang,doi:10.1371/journal.pone.0090660,10.1371/journal.pone.0090660,Hui Zhang,2014,2020,6,Exact
A5100323524,Hui Zhang,doi:10.1038/s41419-018-1090-z,10.1038/s41419-018-1090-z,Hui Zhang,2018,2022,4,Exact
A5100323524,Hui Zhang,doi:10.2147/cmar.s171126,10.2147/cmar.s171126,Hui Zhang,2018,2022,4,Exact
A5100323524,Hui Zhang,doi:10.1002/tox.23761,10.1002/tox.23761,Hui Zhang,2023,2025,2,Exact
A5100323524,Hui Zhang,doi:10.1007/s00280-016-3194-4,10.1007/s00280-016-3194-4,Hui Zhang,2016,2025,9,Exact
A5100323552,Hui Zhang,doi:10.1155/2023/8103595,10.1155/2023/8103595,Hui Zhang,2023,2024,1,Exact
A5100323568,Hui Zhang,doi:10.1155/2022/5655269,10.1155/2022/5655269,Hui Zhang,2022,2023,1,Exact
A5100323572,Hui Zhang,doi:10.1007/s10706-018-0458-2,10.1007/s10706-018-0458-2,Hui Zhang,2018,2020,2,Exact
A5100323577,Hui Zhang,doi:10.1109/icbbe.2011.5781389,10.1109/icbbe.2011.5781389,Hui Zhang,2011,2011,0,Exact
A5100324997,Wei Zhang,doi:10.1155/2022/6534126,10.1155/2022/6534126,Wei Zhang,2022,2023,1,Exact
A5100324999,Wei Zhang,doi:10.1155/2022/5665921,10.1155/2022/5665921,Wei Zhang,2022,2023,1,Exact
A5100325001,Wei Zhang,doi:10.1007/s13277-014-1970-5,10.1007/s13277-014-1970-5,Wei Zhang,2014,2017,3,Exact
A5100325012,Hong Li,doi:10.1371/journal.pone.0090388,10.1371/journal.pone.0090388,Hong Li,2014,2024,10,Exact
A5100325014,Hong Li,doi:10.1080/15384101.2020.1731652,10.1080/15384101.2020.1731652,Hong Li,2020,2021,1,Exact
A5100325544,Yi Wang,doi:10.1186/s12872-023-03524-0,10.1186/s12872-023-03524-0,Yi Wang,2023,2024,1,Exact
A5100326826,Dan Liu,doi:10.1109/etcs.2010.294,10.1109/etcs.2010.294,Dan Liu,2010,2010,0,Exact
A5100326826,Dan Liu,doi:10.1109/iccsit.2010.5565035,10.1109/iccsit.2010.5565035,Dan Liu,2010,2010,0,Exact
A5100326828,Dan Liu,doi:10.1007/s11010-012-1463-z,10.1007/s11010-012-1463-z,Dan Liu,2012,2024,12,Exact
A5100326828,Dan Liu,doi:10.1371/journal.pone.0068905,10.1371/journal.pone.0068905,Dan Liu,2013,2025,12,Exact
A5100326831,Dan Liu,doi:10.1109/iccms.2010.217,10.1109/iccms.2010.217,Dan Liu,2010,2010,0,Exact
A5100326831,Dan Liu,doi:10.1007/s11033-014-3359-3,10.1007/s11033-014-3359-3,Dan Liu,2014,2015,1,Exact
A5100326831,Dan Liu,doi:10.1007/s13277-014-2123-6,10.1007/s13277-014-2123-6,Dan Liu,2014,2015,1,Exact
A5100326831,Dan Liu,doi:10.1007/s13277-014-2199-z,10.1007/s13277-014-2199-z,Dan Liu,2014,2015,1,Exact
A5100326831,Dan Liu,doi:10.1089/dna.2013.2253,10.1089/dna.2013.2253,Dan Liu,2014,2015,1,Exact
A5100326831,Dan Liu,doi:10.1016/j.biortech.2019.121586,10.1016/j.biortech.2019.121586,Dan Liu,2019,2019,0,Exact
A5100326831,Dan Liu,doi:10.1088/1742-6596/1533/4/042012,10.1088/1742-6596/1533/4/042012,Dan Liu,2020,2022,2,Exact
A5100326831,Dan Liu,doi:10.1155/2022/4446016,10.1155/2022/4446016,Dan Liu,2022,2023,1,Exact
A5100326831,Dan Liu,doi:10.1155/2022/5142381,10.1155/2022/5142381,Dan Liu,2022,2023,1,Exact
A5100326831,Dan Liu,doi:10.1155/2022/8519664,10.1155/2022/8519664,Dan Liu,2022,2023,1,Exact
A5100326831,Dan Liu,doi:10.3389/fonc.2021.660551,10.3389/fonc.2021.660551,Dan Liu,2021,2023,2,Exact
A5100326831,Dan Liu,doi:10.3892/mmr.2015.3881,10.3892/mmr.2015.3881,Dan Liu,2015,2023,8,Exact
A5100326844,Dan Liu,doi:10.1155/2022/3737137,10.1155/2022/3737137,Dan Liu,2022,2024,2,Exact
A5100326844,Dan Liu,doi:10.1155/2022/4135752,10.1155/2022/4135752,Dan Liu,2022,2024,2,Exact
A5100326850,Dan Liu,doi:10.1002/14651858.cd008640,10.1002/14651858.cd008640,Dan Liu,2010,2014,4,Exact
A5100326850,Dan Liu,doi:10.1155/2022/2555603,10.1155/2022/2555603,Dan Liu,2022,2023,1,Exact
A5100326850,Dan Liu,doi:10.3389/pore.2021.1609761,10.3389/pore.2021.1609761,Dan Liu,2021,2023,2,Exact
A5100326855,Dan Liŭ,doi:10.1109/iccasm.2010.5620260,10.1109/iccasm.2010.5620260,Dan Liu,2010,2010,0,Exact
A5100326859,Dan Liu,doi:10.1155/2022/5901718,10.1155/2022/5901718,Dan Liu,2022,2023,1,Exact
A5100326860,Dan Liu,doi:10.1016/j.ctarc.2022.100628,10.1016/j.ctarc.2022.100628,Dan Liu,2022,2022,0,Exact
A5100326863,Dan Liu,doi:10.1002/ijgo.13018,10.1002/ijgo.13018,Dan Liu,2019,2020,1,Exact
A5100326863,Dan Liu,doi:10.1155/2022/8598806,10.1155/2022/8598806,Dan Liu,2022,2023,1,Exact
A5100326881,Dan Liu,doi:10.1089/cbr.2019.2983,10.1089/cbr.2019.2983,Dan Liu,2020,2021,1,Exact
A5100326884,Dan Liu,doi:10.1109/icebeg.2011.5882547,10.1109/icebeg.2011.5882547,Dan Liu,2011,2011,0,Exact
A5100326886,Dan Liu,doi:10.1089/dna.2013.2237,10.1089/dna.2013.2237,Dan Liu,2014,2015,1,Exact
A5100327329,Xin Zhang,doi:10.1371/journal.pone.0120059,10.1371/journal.pone.0120059,Xin Zhang,2015,2020,5,Exact
A5100327329,Xin Zhang,doi:10.1007/s13205-019-1937-8,10.1007/s13205-019-1937-8,Xin Zhang,2019,2023,4,Exact
A5100327329,Xin Zhang,doi:10.1155/2023/6457152,10.1155/2023/6457152,Xin Zhang,2023,2023,0,Exact
A5100327362,Xin Zhang,doi:10.1155/2022/3655202,10.1155/2022/3655202,Xin Zhang,2022,2023,1,Exact
A5100327375,Xin Zhang,doi:10.1186/s13046-017-0628-8,10.1186/s13046-017-0628-8,Xin Zhang,2017,2021,4,Exact
A5100327375,Xin Zhang,doi:10.1155/2022/8308192,10.1155/2022/8308192,Xin Zhang,2022,2023,1,Exact
A5100327385,Xin Zhang,doi:10.1007/s12035-015-9524-4,10.1007/s12035-015-9524-4,Xin Zhang,2015,2017,2,Exact
A5100327390,Xin Zhang,doi:10.1155/2021/6633755,10.1155/2021/6633755,Xin Zhang,2021,2023,2,Exact
A5100327404,Xin Zhang,doi:10.3233/jifs-189060,10.3233/jifs-189060,Xin Zhang,2020,2021,1,Exact
A5100327420,Xin Zhang,doi:10.1155/2022/1579574,10.1155/2022/1579574,Xin Zhang,2022,2023,1,Exact
A5100327438,Xın Zhang,doi:10.1007/s13258-016-0488-1,10.1007/s13258-016-0488-1,Xin Zhang,2016,2018,2,Exact
A5100327453,Xin Zhang,doi:10.1142/s1793545813500594,10.1142/s1793545813500594,Xin Zhang,2013,2019,6,Exact
A5100327509,Xin Zhang,doi:10.1155/2022/8624803,10.1155/2022/8624803,Xin Zhang,2022,2023,1,Exact
A5100327515,Xin Zhang,doi:10.1109/icbbe.2011.5780287,10.1109/icbbe.2011.5780287,Xin Zhang,2011,2011,0,Exact
A5100327526,Xin Zhang,doi:10.1007/s12031-015-0607-5,10.1007/s12031-015-0607-5,Xin Zhang,2015,2016,1,Exact
A5100327527,Xin Zhang,doi:10.3389/fnins.2018.00096,10.3389/fnins.2018.00096,Xin Zhang,2018,2024,6,Exact
A5100327558,Xin Zhang,doi:10.1155/2022/2914571,10.1155/2022/2914571,Xin Zhang,2022,2023,1,Exact
A5100327584,Xin Zhang,doi:10.1371/journal.pone.0118086,10.1371/journal.pone.0118086,Xin Zhang,2015,2020,5,Exact
A5100327584,Xin Zhang,doi:10.1042/bsr20194237,10.1042/bsr20194237,Xin Zhang,2020,2021,1,Exact
A5100327616,Xin Zhang,doi:10.1186/s13098-022-00855-4,10.1186/s13098-022-00855-4,Xin Zhang,2022,2022,0,Exact
A5100327617,Xin Zhang,doi:10.1080/15384101.2021.2023305,10.1080/15384101.2021.2023305,Xin Zhang,2022,2024,2,Exact
A5100327629,Xin Zhang,doi:10.1007/s12517-021-07974-8,10.1007/s12517-021-07974-8,Xin Zhang,2021,2021,0,Exact
A5100327788,Xin Wang,doi:10.1007/s10876-019-01614-8,10.1007/s10876-019-01614-8,Xin Wang,2019,2024,5,Exact
A5100327793,Xin Wang,doi:10.1016/j.arabjc.2020.08.023,10.1016/j.arabjc.2020.08.023,Xin Wang,2020,2023,3,Exact
A5100327810,Xin Wang,doi:10.1155/2021/2562575,10.1155/2021/2562575,Xin Wang,2021,2023,2,Exact
A5100327815,Xin Wang,doi:10.1155/2021/1498431,10.1155/2021/1498431,Xin Wang,2021,2023,2,Exact
A5100327828,Xin Wang,doi:10.1109/icpim.2011.5983649,10.1109/icpim.2011.5983649,Xin Wang,2011,2011,0,Exact
A5100327833,Xin Wang,doi:10.3233/jifs-236643,10.3233/jifs-236643,Xin Wang,2024,2024,0,Exact
A5100327835,Xin Wang,doi:10.1016/j.ijscr.2022.107472,10.1016/j.ijscr.2022.107472,Xin Wang,2022,2022,0,Exact
A5100327835,Xin Wang,doi:10.1155/2021/8936820,10.1155/2021/8936820,Xin Wang,2021,2023,2,Exact
A5100327835,Xin Wang,doi:10.1155/2022/8230212,10.1155/2022/8230212,Xin Wang,2022,2023,1,Exact
A5100327835,Xin Wang,doi:10.3892/etm.2018.6021,10.3892/etm.2018.6021,Xin Wang,2018,2025,7,Exact
A5100327835,Xin Wang,doi:10.3892/ol.2018.9048,10.3892/ol.2018.9048,Xin Wang,2018,2025,7,Exact
A5100327836,Xin Wang,doi:10.1016/j.bbrc.2016.05.128,10.1016/j.bbrc.2016.05.128,Xin Wang,2016,2016,0,Exact
A5100327836,Xin Wang,doi:10.1155/2022/1250755,10.1155/2022/1250755,Xin Wang,2022,2023,1,Exact
A5100327836,Xin Wang,doi:10.1155/2022/5367753,10.1155/2022/5367753,Xin Wang,2022,2023,1,Exact
A5100327839,Xin Wang,doi:10.1155/2022/5777472,10.1155/2022/5777472,Xin Wang,2022,2023,1,Exact
A5100327844,Xin Wang,doi:10.1007/s00500-023-08129-5,10.1007/s00500-023-08129-5,Xin Wang,2023,2024,1,Exact
A5100327844,Xin Wang,doi:10.1016/j.heliyon.2023.e23651,10.1016/j.heliyon.2023.e23651,Xin Wang,2023,2026,3,Exact
A5100327859,Xin Wang,doi:10.1186/s12931-014-0158-2,10.1186/s12931-014-0158-2,Xin Wang,2014,2024,10,Exact
A5100327900,Xin Wang,doi:10.1155/2022/8733919,10.1155/2022/8733919,Xin Wang,2022,2023,1,Exact
A5100327918,Xin Wang,doi:10.1016/j.avb.2020.101540,10.1016/j.avb.2020.101540,Xin Wang,2020,2023,3,Exact
A5100327957,Xin Wang,doi:10.1007/978-1-4614-0254-1_5,10.1007/978-1-4614-0254-1_5,Xin Wang,2011,2011,0,Exact
A5100327957,Xin Wang,doi:10.3892/ijo.2017.3941,10.3892/ijo.2017.3941,Xin Wang,2017,2021,4,Exact
A5100327957,Xin Wang,doi:10.1186/s13287-020-02030-w,10.1186/s13287-020-02030-w,Xin Wang,2021,2023,2,Exact
A5100327957,Xin Wang,doi:10.1155/2020/6139469,10.1155/2020/6139469,Xin Wang,2020,2024,4,Exact
A5100327965,Xin Wang,doi:10.1155/2021/3376496,10.1155/2021/3376496,Xin Wang,2021,2024,3,Exact
A5100327977,Xin Wang,doi:10.1029/2021tc006712,10.1029/2021tc006712,Xin Wang,2021,2021,0,Exact
A5100327977,Xin Wang,doi:10.1186/s13014-015-0534-1,10.1186/s13014-015-0534-1,Xin Wang,2015,2022,7,Exact
A5100327998,Xin Wang,doi:10.1109/peam.2011.6135051,10.1109/peam.2011.6135051,Xin Wang,2011,2012,1,Exact
A5100328022,Xin Wang,doi:10.1007/s11431-017-9291-3,10.1007/s11431-017-9291-3,Xin Wang,2018,2019,1,Exact
A5100328026,Xin Wang,doi:10.1155/2022/2862682,10.1155/2022/2862682,Xin Wang,2022,2023,1,Exact
A5100328041,Xin Wang,doi:10.1155/2022/5224288,10.1155/2022/5224288,Xin Wang,2022,2023,1,Exact
A5100328087,Xin Wang,doi:10.1155/2022/7414165,10.1155/2022/7414165,Xin Wang,2022,2023,1,Exact
A5100328087,Xin Wang,doi:10.1155/2021/9999268,10.1155/2021/9999268,Xin Wang,2021,2024,3,Exact
A5100328100,Xin Wang,doi:10.1007/s00500-023-08217-6,10.1007/s00500-023-08217-6,Xin Wang,2023,2024,1,Exact
A5100328102,Xin Wang,doi:10.1002/adfm.200900772,10.1002/adfm.200900772,Xin Wang,2009,2010,1,Exact
