sample_row,doi,doi_url,openalex_id,openalex_url,openalex_matched,citation_history_retrieved,title,authors,journal,publisher,publication_year,retraction_year,retraction_year_stratum,fixed_minus_5_to_plus_5_cohort,post_retraction_citing_works_years_plus_1_to_plus_5,top_200_post_retraction_rank,sample_random_seed,retraction_cutoff_year,openalex_retrieved_date,calendar_year_relative_minus_5,included_in_denominator_relative_minus_5,citing_works_relative_minus_5,calendar_year_relative_minus_4,included_in_denominator_relative_minus_4,citing_works_relative_minus_4,calendar_year_relative_minus_3,included_in_denominator_relative_minus_3,citing_works_relative_minus_3,calendar_year_relative_minus_2,included_in_denominator_relative_minus_2,citing_works_relative_minus_2,calendar_year_relative_minus_1,included_in_denominator_relative_minus_1,citing_works_relative_minus_1,calendar_year_relative_zero,included_in_denominator_relative_zero,citing_works_relative_zero,calendar_year_relative_plus_1,included_in_denominator_relative_plus_1,citing_works_relative_plus_1,calendar_year_relative_plus_2,included_in_denominator_relative_plus_2,citing_works_relative_plus_2,calendar_year_relative_plus_3,included_in_denominator_relative_plus_3,citing_works_relative_plus_3,calendar_year_relative_plus_4,included_in_denominator_relative_plus_4,citing_works_relative_plus_4,calendar_year_relative_plus_5,included_in_denominator_relative_plus_5,citing_works_relative_plus_5
4899,10.1177/1470320314557849,https://doi.org/10.1177/1470320314557849,W2167192070,https://openalex.org/W2167192070,TRUE,TRUE,Association of ACE I/D gene polymorphism with T2DN susceptibility and the risk of T2DM developing into T2DN in a Caucasian population.,Guo hui Liu;Tian Biao Zhou;Zong pei Jiang;Dong wen Zheng,Journal of the Renin-Angiotensin-Aldosterone System(JRAAS),SAGE Publications,2014,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,1,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4900,10.1177/1470320314563424,https://doi.org/10.1177/1470320314563424,W2341423772,https://openalex.org/W2341423772,TRUE,TRUE,Role of renin-angiotensin-aldosterone system inhibitors in radiation nephropathy,Tian Biao Zhou;Hong Yan Li;Zong Pei Jiang;Jia Fan Zhou;Miao Fang Huang;Zhi Yang Zhou,Journal of the Renin-Angiotensin-Aldosterone System(JRAAS),SAGE Publications,2014,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0
4901,10.1177/1470320314566019,https://doi.org/10.1177/1470320314566019,W2339495748,https://openalex.org/W2339495748,TRUE,TRUE,Association between the ACE I/D gene polymorphism and T2DN susceptibility: The risk of T2DM developing into T2DN in the Asian population,Wei qiang Zhong;Zong pei Jiang;Tian Biao Zhou,Journal of the Renin-Angiotensin-Aldosterone System(JRAAS),SAGE Publications,2015,2015,2015,FALSE,2,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,1,2016,TRUE,1,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,1
4902,10.1177/1470320314566221,https://doi.org/10.1177/1470320314566221,W2142550729,https://openalex.org/W2142550729,TRUE,TRUE,Relationship between the angiotensinogen A1166C gene polymorphism and the risk of diabetes mellitus developing into diabetic nephropathy,Chun-Hua Yang;Tian-Biao Zhou,Journal of the Renin-Angiotensin-Aldosterone System(JRAAS),SAGE Publications,2015,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4903,10.1186/1471-230x-14-62,https://doi.org/10.1186/1471-230x-14-62,W24708487,https://openalex.org/W24708487,TRUE,TRUE,Growth inhibition and apoptosis induced by 6-fluoro-3-formylchromone in hepatocellular carcinoma,Yijie Zhang;Kailian Zheng;Hongli Yan;Gang Jin;Chenghao Shao;Xuyu Zhou;Yingqi Zhou;Tianlin He,BMC Gastroenterology,BioMed Central (BMC),2013,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4904,10.1186/1471-2474-15-167,https://doi.org/10.1186/1471-2474-15-167,W2049118021,https://openalex.org/W2049118021,TRUE,TRUE,Open Reduction and Closed Reduction Internal Fixation in Treatment of Femoral Neck Fractures: A Meta-analysis,Weiguo Wang;Junjie Wei;Zhanwang Xu;Wenkun Zhuo;Yuan Zhang;Hui Rong;Xuecheng Cao;Pingshan Wang,BMC Musculoskeletal Disorders,BioMed Central (BMC),2014,2015,2015,FALSE,4,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,1,2015,TRUE,4,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,1,2020,TRUE,3
4905,10.1186/1475-2891-12-3,https://doi.org/10.1186/1475-2891-12-3,W2154644657,https://openalex.org/W2154644657,TRUE,TRUE,High Bioavailability Iron Maize (Zea mays L.) Developed Through Molecular Breeding Provides More Absorbable Iron in vitro (Caco-2 model) and in vivo (Gallus gallus),Elad Tako;Owen A Hoekenga;Leon V Kochian;Raymond P Glahn,Nutrition Journal,BioMed Central (BMC),2012,2015,2015,FALSE,21,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,TRUE,0,2013,TRUE,1,2014,TRUE,12,2015,TRUE,9,2016,TRUE,9,2017,TRUE,4,2018,TRUE,5,2019,TRUE,2,2020,TRUE,1
4906,10.1186/1476-511x-13-147,https://doi.org/10.1186/1476-511x-13-147,W2159005546,https://openalex.org/W2159005546,TRUE,TRUE,A novel polymorphism of the GP78 gene is associated with coronary artery disease in Han population in China,Erdenbat Cha;Zhen-Yan Fu;Yi-Tong Ma;Qing Zhu;Xiang Xie;Fen Liu,Lipids in Health and Disease,BioMed Central (BMC),2014,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,2,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0
4907,10.1186/1746-1596-8-143,https://doi.org/10.1186/1746-1596-8-143,W2147295308,https://openalex.org/W2147295308,TRUE,TRUE,New Proposal for the Serum Ascites Albumin Gradient Cut-off Value in Chinese Ascitic Patients,Cai-feng Jiang;Bin Shi;Jian Shi;Zong-li Yuan;Wei-fen Xie,Diagnostic Pathology,BioMed Central (BMC),2013,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,2,2015,TRUE,1,2016,TRUE,0,2017,TRUE,0,2018,TRUE,1,2019,TRUE,0,2020,TRUE,0
4908,10.1186/1746-1596-8-172,https://doi.org/10.1186/1746-1596-8-172,W2109440441,https://openalex.org/W2109440441,TRUE,TRUE,Expression of microRNA-497 and its prognostic significance in human breast cancer,Shaohua Wang;Hanjun Li;Jingjie Wang;Dan Wang,Diagnostic Pathology,BioMed Central (BMC),2013,2015,2015,FALSE,17,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,12,2015,TRUE,10,2016,TRUE,6,2017,TRUE,4,2018,TRUE,3,2019,TRUE,3,2020,TRUE,1
4909,10.1186/1746-1596-9-133,https://doi.org/10.1186/1746-1596-9-133,W2080311594,https://openalex.org/W2080311594,TRUE,TRUE,Clinical Application of Contrast Enhanced Ultrasound to Diagnose Benign Prostatic Hyperplasia,Jingfang Shi;Xiaohua Yin;Rong Xu;Yingchun Wang;Lin Jin;Weiwei Gao,Diagnostic Pathology,BioMed Central (BMC),2014,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,2,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4910,10.1186/1749-799x-9-24,https://doi.org/10.1186/1749-799x-9-24,W4205602083,https://openalex.org/W4205602083,TRUE,TRUE,Mini-plate versus Kirschner wire internal fixation for treatment of metacarpal and phalangeal fractures in Chinese Han population: a meta-analysis,Jiaming Xu;Changqing Zhang,Journal of Orthopaedic Surgery and Research,BioMed Central (BMC),2014,2015,2015,FALSE,7,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,3,2016,TRUE,2,2017,TRUE,1,2018,TRUE,2,2019,TRUE,1,2020,TRUE,1
4911,10.1186/1752-1947-8-107,https://doi.org/10.1186/1752-1947-8-107,W4206779681,https://openalex.org/W4206779681,TRUE,TRUE,Novel two-stage surgical treatment for Cantrell syndrome complicated by severe pulmonary hypertension: a case report,Xiaochen Wu;Jinbao Zhang;Hui Ouyang;Qin Yue;Heng Zhao,Journal of Medical Case Reports,BioMed Central (BMC),2014,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,1,2015,TRUE,1,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4912,10.1186/1757-2215-6-88,https://doi.org/10.1186/1757-2215-6-88,W2108541786,https://openalex.org/W2108541786,TRUE,TRUE,Gene-gene interaction network analysis of ovarian cancer using TCGA data,Huanchun Ying;Jing Lv;Tianshu Ying;Shanshan Jin;Jingru Shao;Lili Wang;Hongying Xu;Bin Yuan;Qing Yang,Journal of Ovarian Research,BioMed Central (BMC),2013,2015,2015,FALSE,4,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,4,2015,TRUE,7,2016,TRUE,1,2017,TRUE,0,2018,TRUE,3,2019,TRUE,0,2020,TRUE,0
4913,10.1186/2047-783x-18-29,https://doi.org/10.1186/2047-783x-18-29,W2132783153,https://openalex.org/W2132783153,TRUE,TRUE,Integrated gene network analysis and text mining revealing PIK3R1 regulated by miR-127 in human bladder cancer,Yahong Xu;Shunwen Luo;Yang Liu;Jian Li;Yi Lu;Zhigang Jia;Qihua Zhao;Xiaoping Ma;Minghui Yang;Yue Zhao;Ping Chen;Yu Guo,European Journal of Medical Research,BioMed Central (BMC),2013,2015,2015,FALSE,2,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,0,2015,TRUE,3,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0
4914,10.1186/2047-783x-18-55,https://doi.org/10.1186/2047-783x-18-55,W2096922766,https://openalex.org/W2096922766,TRUE,TRUE,Meta-analysis on the efficacy of tourniquet on ankle trauma surgery.,Xinhua Jiang;Baoqing Yu;Wei Qu;Jiawen He,European Journal of Medical Research,BioMed Central (BMC),2013,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,0,2015,TRUE,2,2016,TRUE,1,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4915,10.1186/2047-783x-18-57,https://doi.org/10.1186/2047-783x-18-57,W2098044636,https://openalex.org/W2098044636,TRUE,TRUE,Establishing an osteosarcoma associated protein-protein interaction network to explore the pathogenesis of osteosarcoma,Bi-Yong Deng;Ying-Qi Hua;Zheng-Dong Cai,European Journal of Medical Research,BioMed Central (BMC),2013,2015,2015,FALSE,2,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,0,2015,TRUE,1,2016,TRUE,0,2017,TRUE,0,2018,TRUE,2,2019,TRUE,0,2020,TRUE,0
4916,10.1186/2047-783x-19-39,https://doi.org/10.1186/2047-783x-19-39,W2170145227,https://openalex.org/W2170145227,TRUE,TRUE,Systematic evaluation of percutaneous radiofrequency ablation versus percutaneous ethanol injection for the treatment of small hepatocellular carcinoma: a meta-analysis,Rong-Hua Xu;Wei Gao;Chao Wang;De-Kai Guo;Lin Tang;Hui Zhang;Cong-Jun Wang,European Journal of Medical Research,BioMed Central (BMC),2014,2015,2015,FALSE,2,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,4,2016,TRUE,1,2017,TRUE,0,2018,TRUE,1,2019,TRUE,0,2020,TRUE,0
4917,10.1186/ar3466,https://doi.org/10.1186/ar3466,W2132079355,https://openalex.org/W2132079355,TRUE,TRUE,Mast cells are the main interleukin 17-positive cells in anticitrullinated protein antibody-positive and -negative rheumatoid arthritis and osteoarthritis synovium,Jolien Suurmond;Annemarie L Dorjee;Mariette R Boon;Edward F Knol;Tom W J Huizinga;Rene E M Toes;Annemie J M Schuerwegh,Arthritis Research and Therapy,Springer - Nature Publishing Group,2011,2015,2015,FALSE,19,,20260712,2020,2026-07-18,2010,FALSE,,2011,TRUE,0,2012,TRUE,11,2013,TRUE,14,2014,TRUE,18,2015,TRUE,17,2016,TRUE,7,2017,TRUE,4,2018,TRUE,4,2019,TRUE,0,2020,TRUE,4
4918,10.1186/s13019-014-0194-5,https://doi.org/10.1186/s13019-014-0194-5,W2978001912,https://openalex.org/W2978001912,TRUE,TRUE,Impact of guidewire selection and operator expertise on radiation exposure in transradial angiography,Jianmin Yang;Ningfu Wang;Xiaoshan Tong;Xianhua Ye;Liang Zhou;Guoxin Tong;Yun Shen;Shuzheng Lv,Journal of Cardiothoracic Surgery,Springer - Biomed Central (BMC),2014,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,1,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0
4919,10.1186/s40201-014-0153-z,https://doi.org/10.1186/s40201-014-0153-z,W2297660434,https://openalex.org/W2297660434,TRUE,TRUE,"Estimation of flood environmental effects using flood zone mapping techniques in Halilrood Kerman, Iran",Siamak Boudaghpour;Majid Bagheri;Zahra Bagheri,Journal of Environmental Health Science & Engineering,BioMed Central (BMC),2014,2015,2015,FALSE,2,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,1,2016,TRUE,0,2017,TRUE,0,2018,TRUE,2,2019,TRUE,0,2020,TRUE,0
4920,10.1210/jc.2002-021325,https://doi.org/10.1210/jc.2002-021325,W2022779155,https://openalex.org/W2022779155,TRUE,TRUE,"Differential expression, regulation, and induction of Smads, transforming growth factor-beta signal transduction pathway in leiomyoma, and myometrial smooth muscle cells and alteration by gonadotropin-releasing hormone analog",Jingxia Xu;Xiaoping Luo;Nasser Chegini,The Journal of Clinical Endocrinology and Metabolism,Endocrine Society,2003,2015,2015,TRUE,10,,20260712,2020,2026-07-18,2010,TRUE,3,2011,TRUE,3,2012,TRUE,1,2013,TRUE,2,2014,TRUE,0,2015,TRUE,2,2016,TRUE,3,2017,TRUE,4,2018,TRUE,1,2019,TRUE,2,2020,TRUE,0
4921,10.12720/ijsps.3.2.106-111,https://doi.org/10.12720/ijsps.3.2.106-111,W4251965219,https://openalex.org/W4251965219,TRUE,TRUE,Classification of Asthmatic Breath Sounds by Using Wavelet Transforms and Neural Networks,Fatma Z Gogus;Bekir Karlik;Gunes Harman,International Journal of Signal Processing Systems,International Journal of Signal Processing Systems,2015,2015,2015,FALSE,13,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,1,2016,TRUE,3,2017,TRUE,3,2018,TRUE,2,2019,TRUE,4,2020,TRUE,1
4922,10.1292/jvms.15-0102,https://doi.org/10.1292/jvms.15-0102,W1908281935,https://openalex.org/W1908281935,TRUE,TRUE,Deficits of learning and memory in Hemojuvelin knockout mice.,Jinglong Li;Peng Zhang;Hongju Liu;Wei Ren;Jinjing Song;Elizabeth Rao;Eiki Takahashi;Ying Zhou;Weidong Li;Xiaoping Chen,Journal of Veterinary Medical Science,Japanese Society of Veterinary Science,2015,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4923,10.12932/ap0571.33.3.2015,https://doi.org/10.12932/ap0571.33.3.2015,W1636665450,https://openalex.org/W1636665450,TRUE,TRUE,Assessment of the use of immunosuppressants combined with cord blood for severe aplastic anemia,Zhe Yu;Fang Zhou;Lin-Fu Ge;Xi-Min Liu;Yuan Fang;Lin-Na Xie;Fan-Sheng Kong;Ning-Xia Song;Qing-Qing Yu,Asian Pacific Journal of Allergy and Immunology: launched by the Allergy and Immunology Society of Thailand,"Asia Pacific Association of Allergy, Asthma and Clinical Immunology",2015,2015,2015,FALSE,5,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,1,2016,TRUE,0,2017,TRUE,1,2018,TRUE,2,2019,TRUE,2,2020,TRUE,0
4924,10.1371/journal.pbio.0030123,https://doi.org/10.1371/journal.pbio.0030123,W2138612986,https://openalex.org/W2138612986,TRUE,TRUE,Neutralizing Aptamers from Whole-Cell SELEX Inhibit the RET Receptor Tyrosine Kinase,Laura Cerchia;Frédéric Ducongé;Carine Pestourie;Jocelyne Boulay;Youssef Aissouni;Karine Gombert;Bertrand Tavitian;Vittorio de Franciscis;Domenico Libri,PLoS Biology,PLoS,2005,2015,2015,TRUE,29,,20260712,2020,2026-07-18,2010,TRUE,25,2011,TRUE,16,2012,TRUE,30,2013,TRUE,22,2014,TRUE,16,2015,TRUE,17,2016,TRUE,12,2017,TRUE,6,2018,TRUE,5,2019,TRUE,3,2020,TRUE,3
4925,10.1371/journal.pone.0133525,https://doi.org/10.1371/journal.pone.0133525,W1850186016,https://openalex.org/W1850186016,TRUE,TRUE,Glyphosate Use Predicts ADHD Hospital Discharges in the Healthcare Cost and Utilization Project Net (HCUPnet): A Two-Way Fixed-Effects Analysis,Keith R Fluegge;Kyle R Fluegge,PLoS One,PLoS,2015,2015,2015,FALSE,13,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,2,2016,TRUE,6,2017,TRUE,2,2018,TRUE,2,2019,TRUE,2,2020,TRUE,1
4926,10.14348/molcells.2015.0110,https://doi.org/10.14348/molcells.2015.0110,W2399048475,https://openalex.org/W2399048475,TRUE,TRUE,MiR-181c Regulates Human Embryonic Stem Cell Differentiation via Targeting GATA4,Mingming Zhou,Molecules and Cells,Korean Society for Molecular and Cellular Biology,1999,2015,2015,TRUE,0,,20260712,2020,2026-07-18,2010,TRUE,0,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4927,10.14802/jmd.11008,https://doi.org/10.14802/jmd.11008,W4205302176,https://openalex.org/W4205302176,TRUE,TRUE,Syndrome of inappropriate antidiuretic hormone secretion associated with pramipexole in a patient with Parkinson's disease,Yoonjae Choi;Jeong Jin Park;Na Young Ryoo;So-Hyun Kim;Changseok Song;Im-Tae Han;Chang-Gi Hong;Choong Kun Ha;Seong Hye Choi,Journal of Movement Disorders,Korean Movement Disorder Society,2011,2015,2015,FALSE,3,,20260712,2020,2026-07-18,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,2,2018,TRUE,0,2019,TRUE,0,2020,TRUE,1
4928,10.1503/jpn.120073,https://doi.org/10.1503/jpn.120073,W2119790474,https://openalex.org/W2119790474,TRUE,TRUE,"Altered affective, executive and sensorimotor resting state networks in patients with pediatric mania.",Minjie Wu;Lisa H Lu;Alessandra M Passarotti;Ezra Wegbreit;Jacklynn M Fitzgerald;Mani N Pavuluri,Journal of Psychiatry & Neuroscience (JPN),Canadian Medical Association,2013,2015,2015,FALSE,8,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,10,2015,TRUE,5,2016,TRUE,5,2017,TRUE,1,2018,TRUE,1,2019,TRUE,1,2020,TRUE,0
4929,10.1515/9783110337211.ix,https://doi.org/10.1515/9783110337211.ix,W4229502308,https://openalex.org/W4229502308,TRUE,TRUE,Abkürzungsverzeichnis,David Oels;Ute Schneider,Der ganze Verlag ist einfach eine Bonbonniere,De Gruyter,2015,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4930,10.1515/9783110355062.xxiii,https://doi.org/10.1515/9783110355062.xxiii,W4231435371,https://openalex.org/W4231435371,TRUE,TRUE,Abkürzungsverzeichnis,Graham Jefcoate,Deutsche Drucker und Buchhändler in London 1680-1811,De Gruyter,2015,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4931,10.1515/9783110355062.xxviii,https://doi.org/10.1515/9783110355062.xxviii,W4249935346,https://openalex.org/W4249935346,TRUE,TRUE,Tabellenverzeichnis. Kartenverzeichnis,Graham Jefcoate,Deutsche Drucker und Buchhändler in London 1680-1811,De Gruyter,2015,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4932,10.1515/revneuro.2007.18.5.365,https://doi.org/10.1515/revneuro.2007.18.5.365,W2186019413,https://openalex.org/W2186019413,TRUE,TRUE,Reconsolidation revisited: a review and commentary on the phenomenon,Jennifer L Moore;Richard A P Roche,Reviews in the Neurosciences,De Gruyter,2007,2015,2015,TRUE,1,,20260712,2020,2026-07-18,2010,TRUE,2,2011,TRUE,0,2012,TRUE,2,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4933,10.1517/14740338.2013.816674,https://doi.org/10.1517/14740338.2013.816674,W2162008384,https://openalex.org/W2162008384,TRUE,TRUE,Evaluation of Safety and Efficacy of a Fixed Olmesartan/amlodipine Combination Therapy Compared to Single Monotherapies,Giuseppe Derosa;Arrigo Francesco Giuseppe Cicero;Anna Carbone;Fabrizio Querci;Elena Fogari;Angela D'Angelo;Pamela Maffioli,Expert Opinion on Drug safety,Taylor and Francis,2013,2015,2015,FALSE,3,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,1,2014,TRUE,0,2015,TRUE,2,2016,TRUE,3,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4934,10.1523/jneurosci.0372-13.2013,https://doi.org/10.1523/jneurosci.0372-13.2013,W1969395235,https://openalex.org/W1969395235,TRUE,TRUE,Gustatory Stimuli Representing Different Perceptual Qualities Elicit Distinct Patterns of Neuropeptide Secretion from Taste Buds,Maartje C P Geraedts;Steven D Munger,The Journal of Neuroscience : The Official Journal of the Society for Neuroscience,Society for Neuroscience,2013,2015,2015,FALSE,3,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,TRUE,2,2014,TRUE,3,2015,TRUE,5,2016,TRUE,1,2017,TRUE,0,2018,TRUE,2,2019,TRUE,0,2020,TRUE,0
4935,10.1523/jneurosci.3233-12.2012,https://doi.org/10.1523/jneurosci.3233-12.2012,W2088580957,https://openalex.org/W2088580957,TRUE,TRUE,Mechanistic Basis and Functional Roles of Long-Term Plasticity in Auditory Neurons Induced by a Brain-Generated Estrogen,Liisa A Tremere;Ryan F Kovaleski;Kaiping Burrows;Jin Kwon Jeong;Raphael Pinaud,The Journal of Neuroscience : The Official Journal of the Society for Neuroscience,Society for Neuroscience,2012,2015,2015,FALSE,1,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,TRUE,0,2013,TRUE,4,2014,TRUE,3,2015,TRUE,2,2016,TRUE,1,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4936,10.1523/jneurosci.6637-10.2011,https://doi.org/10.1523/jneurosci.6637-10.2011,W2041742090,https://openalex.org/W2041742090,TRUE,TRUE,"Intraneuronal APP, Not Free Aß Peptides in 3xTg-AD Mice: Implications for Tau Versus Aß-Mediated Alzheimer Neurodegeneration",David E Anderson;John T Serences;Edward K Vogel;Edward Awh,The Journal of Neuroscience : The Official Journal of the Society for Neuroscience,Society of Neuroscience,2011,2015,2015,FALSE,15,,20260712,2020,2026-07-18,2010,FALSE,,2011,TRUE,12,2012,TRUE,27,2013,TRUE,19,2014,TRUE,12,2015,TRUE,11,2016,TRUE,7,2017,TRUE,2,2018,TRUE,2,2019,TRUE,3,2020,TRUE,1
4937,10.1524/zkri.2012.1495,https://doi.org/10.1524/zkri.2012.1495,W2330125484,https://openalex.org/W2330125484,TRUE,TRUE,Hydrates of the Alkali Trioxidomonosulfidomolybdates and -tungstates: K2[(Mo/W)O3S] · 1.5H2O and (Rb/Cs)2[(Mo/W)O3S] · H2O,Anna J Lehner;Milan Braitsch;Caroline Röhr,Zeitschrift für Kristallographie - Crystalline Materials,De Gruyter,2012,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,TRUE,2,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
4938,10.1590/1519-6984.20813,https://doi.org/10.1590/1519-6984.20813,W2293586824,https://openalex.org/W2293586824,TRUE,TRUE,Derivation of new Brazilian lineages of human embryonic stem cells under physiological oxygen conditions,Juliana Andrea de Oliveira Georges;Naja Vergani;Ana Maria Fraga;Simone Aparecida Fonseca;Litsuko Shimabukuro Fujihara;Maria Cecília Albuquerque;F J G Castro;I S Silva;Lygia da Veiga Pereira,Brazilian Journal of Biology: Revista Brasleira de Biologia,Instituto Internacional de Ecologia,2015,2015,2015,FALSE,0,,20260712,2020,2026-07-18,2010,FALSE,,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0
